"","equipment","manufacturer","engine_type","engines_amount","takeoff_max_weight..Lbs.","seatings_amount","year_manufacture","registration_category","registration_aviation","operation_phase","type_operation","fu","occuence_year","classification"
"1278","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,1668,2,1979,"PRI","INSTRUCTION","LANDING","INSTRUCTION","SP",2013,"ACCIDENT"
"1279","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,1671,2,1982,"PRI","INSTRUCTION","ASCENSION","INSTRUCTION","PR",2013,"ACCIDENT"
"1280","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,3600,6,1980,"TPP","PRIVATE","TAKEOFF","PRIVATE","AC",2013,"ACCIDENT"
"1281","AIRPLANE","EMBRAER","PISTON",1,3968,1,2012,"SAE","SPECIALIZED","TAKEOFF","AGRICULTURAL","RS",2013,"ACCIDENT"
"1282","AIRPLANE","CESSNA AIRCRAFT","TURBOPROP",1,8000,10,1986,"TPP","PRIVATE","FINAL APPROXIMATION","PRIVATE","SP",2013,"ACCIDENT"
"1283","AIRPLANE","CESSNA AIRCRAFT","TURBOPROP",1,8000,10,1986,"TPX","AEROTAXI","RUN AFTER LANDING","AEROTAXI","SP",2013,"SERIOUS INCIDENT"
"1284","AIRPLANE","EMBRAER","JET",2,10471,7,2011,"TPP","PRIVATE","LANDING","PRIVATE","MG",2013,"SERIOUS INCIDENT"
"1285","AIRPLANE","MITSUBISHI","TURBOPROP",2,11574,9,1982,"TPP","PRIVATE","LANDING","PRIVATE","GO",2013,"SERIOUS INCIDENT"
"1286","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,1600,2,1969,"PRI","INSTRUCTION","LANDING","INSTRUCTION","PR",2013,"ACCIDENT"
"1287","AIRPLANE","CIRRUS DESIGN","PISTON",1,3399,4,2008,"TPP","PRIVATE","LANDING","PRIVATE","BA",2013,"ACCIDENT"
"1288","AIRPLANE","AERO BOERO","PISTON",1,1697,2,1992,"PRI","INSTRUCTION","MANEUVER","INSTRUCTION","PE",2013,"ACCIDENT"
"1289","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,3800,0,1978,"TPP","PRIVATE","TAKEOFF","PRIVATE","MG",2012,"ACCIDENT"
"1290","AIRPLANE","PIPER AIRCRAFT","PISTON",2,4570,0,0,"TPP","PRIVATE","RUN AFTER LANDING","PRIVATE","AM",2012,"ACCIDENT"
"1291","AIRPLANE","ROCKWELL","UNKNOWN",1,3139,0,0,"TPP","PRIVATE","LANDING","PRIVATE","AM",2013,"ACCIDENT"
"1292","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,3968,1,1994,"SAE-AG","AGRICULTURAL","LOW ALTITUDE NAVIGATION","AGRICULTURAL","RS",2013,"ACCIDENT"
"1293","HELICOPTER","EUROCOPTER FRANCE","TURBOSHAFT",2,5732,6,1993,"TPX","AEROTAXI","FINAL APPROXIMATION","AEROTAXI","AM",2013,"SERIOUS INCIDENT"
"1294","AIRPLANE","CESSNA AIRCRAFT","JET",2,21999,11,1991,"TPX","AEROTAXI","RUN AFTER LANDING","AEROTAXI","RJ",2013,"SERIOUS INCIDENT"
"1295","AIRPLANE","BEECH AIRCRAFT","TURBOPROP",2,10500,8,2001,"TPP","PRIVATE","CRUISE","PRIVATE","SP",2013,"ACCIDENT"
"1296","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,1668,2,1980,"PRI","INSTRUCTION","LANDING","INSTRUCTION","SC",2013,"ACCIDENT"
"1297","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,2804,4,1969,"TPP","PRIVATE","CRUISE","PRIVATE","MT",2013,"ACCIDENT"
"1298","AIRPLANE","BEECH AIRCRAFT","PISTON",2,5399,6,1973,"TPP","PRIVATE","UNKNOWN","PRIVATE","SP",2013,"ACCIDENT"
"1299","ULTRALIGHT","***","PISTON",1,1097,2,1999,"PET","EXPERIMENTAL","FINAL APPROXIMATION","EXPERIMENTAL","GO",2013,"ACCIDENT"
"1300","AIRPLANE","CIRRUS DESIGN","PISTON",1,3399,4,2007,"TPP","PRIVATE","TAKEOFF","PRIVATE","GO",2013,"ACCIDENT"
"1301","AIRPLANE","CIRRUS DESIGN","PISTON",1,3399,4,2006,"TPP","PRIVATE","LANDING","PRIVATE","GO",2013,"ACCIDENT"
"1302","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,3600,6,1985,"TPX","AEROTAXI","TAKEOFF","AEROTAXI","MT",2013,"ACCIDENT"
"1303","AIRPLANE","BOEING COMPANY","JET",2,137998,152,2002,"TPR","REGULAR","TRAFFIC CIRCUIT","REGULAR","MA",2013,"SERIOUS INCIDENT"
"1304","AIRPLANE","AIR TRACTOR","TURBOPROP",1,8000,1,2012,"SAE-AG","AGRICULTURAL","TAKEOFF","AGRICULTURAL","MG",2013,"ACCIDENT"
"1305","AIRPLANE","AEROTEC","PISTON",1,1851,2,0,"PIN","INSTRUCTION","LOW ALTITUDE NAVIGATION","PRIVATE","SC",2013,"ACCIDENT"
"1306","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,3968,1,1978,"SAE","SPECIALIZED","SPECIALIZED","AGRICULTURAL","RS",2013,"ACCIDENT"
"1307","GLIDER","***","WITHOUT TRACTION",0,749,1,1988,"PEX","EXPERIMENTAL","TRAFFIC CIRCUIT","EXPERIMENTAL","GO",2013,"ACCIDENT"
"1308","ULTRALIGHT","AEROALCOOL TECNOLOGIA LTDA","PISTON",1,1102,2,2012,"PET","EXPERIMENTAL","UNKNOWN","EXPERIMENTAL","RS",2013,"ACCIDENT"
"1309","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,2899,4,1981,"TPP","PRIVATE","TAKEOFF","PRIVATE","SP",2013,"SERIOUS INCIDENT"
"1310","AIRPLANE","PIPER AIRCRAFT","PISTON",2,5200,6,1973,"TPP","PRIVATE","LANDING","PRIVATE","SP",2013,"ACCIDENT"
"1311","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,3968,1,1976,"SAE","SPECIALIZED","SPECIALIZED","AGRICULTURAL","SP",2013,"ACCIDENT"
"1312","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,3968,1,1984,"SAE-AG","AGRICULTURAL","SPECIALIZED","AGRICULTURAL","RS",2013,"ACCIDENT"
"1313","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,1455,2,1960,"PRI","INSTRUCTION","TAKEOFF","INSTRUCTION","SP",2013,"SERIOUS INCIDENT"
"1314","AIRPLANE","PIPER AIRCRAFT","PISTON",1,4799,1,1978,"SAE","SPECIALIZED","TAKEOFF","AGRICULTURAL","PR",2013,"ACCIDENT"
"1315","AIRPLANE","BEECH AIRCRAFT","PISTON",2,5399,6,1974,"TPX","AEROTAXI","TAKEOFF","AEROTAXI","AM",2013,"ACCIDENT"
"1316","AIRPLANE","PILATUS","TURBOPROP",1,6172,8,2011,"SAE","SPECIALIZED","ASCENSION","SPECIALIZED","SP",2013,"SERIOUS INCIDENT"
"1317","HELICOPTER","ROBINSON HELICOPTER","TURBOSHAFT",1,2700,5,2011,"TPP","PRIVATE","CRUISE","PRIVATE","SP",2013,"ACCIDENT"
"1318","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,3968,1,2002,"SAE-AG","AGRICULTURAL","SPECIALIZED","AGRICULTURAL","MT",2012,"ACCIDENT"
"1319","AIRPLANE","BOEING COMPANY","JET",3,194800,5,1983,"TPR","REGULAR","RUN AFTER LANDING","REGULAR","RO",2013,"SERIOUS INCIDENT"
"1320","AIRPLANE","CIRRUS DESIGN","PISTON",1,3399,4,2007,"TPP","PRIVATE","TAKEOFF","PRIVATE","MG",2013,"ACCIDENT"
"1321","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,4100,6,1985,"TPP","PRIVATE","CRUISE","PRIVATE","MG",2013,"SERIOUS INCIDENT"
"1322","AIRPLANE","AIR TRACTOR","TURBOPROP",1,8000,1,2012,"SAE-AG","AGRICULTURAL","TAKEOFF","AGRICULTURAL","MT",2013,"ACCIDENT"
"1323","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,2649,4,1976,"TPP","PRIVATE","LANDING","PRIVATE","PE",2013,"SERIOUS INCIDENT"
"1324","AIRPLANE","AIR TRACTOR","TURBOPROP",1,6499,1,2007,"TPP","PRIVATE","LANDING","AGRICULTURAL","BA",2013,"SERIOUS INCIDENT"
"1325","AIRPLANE","CHELBER VICENTINI LILISCHKIES","PISTON",1,1798,2,2011,"PET","EXPERIMENTAL","MANEUVER","EXPERIMENTAL","SP",2013,"ACCIDENT"
"1326","HELICOPTER","BELL HELICOPTER","TURBOSHAFT",1,3298,0,0,"TPP","PRIVATE","LANDING","UNKNOWN","AM",2013,"ACCIDENT"
"1327","AIRPLANE","EMBRAER","TURBOPROP",2,8000,10,1986,"TPX","AEROTAXI","TRAFFIC CIRCUIT","AEROTAXI","PA",2013,"ACCIDENT"
"1328","AIRPLANE","PIPER AIRCRAFT","PISTON",1,4340,6,2009,"TPP","PRIVATE","DESCEND","PRIVATE","RO",2013,"ACCIDENT"
"1329","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,1455,2,1962,"PRI","INSTRUCTION","FINAL APPROXIMATION","INSTRUCTION","RS",2013,"ACCIDENT"
"1330","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,3968,1,1987,"SAE","SPECIALIZED","SPECIALIZED","AGRICULTURAL","RS",2013,"ACCIDENT"
"1331","ULTRALIGHT","ROMULO ARAUJO / HUGO FREIRE M JUNIOR","PISTON",1,1653,2,2011,"PET","EXPERIMENTAL","LANDING","EXPERIMENTAL","PB",2013,"ACCIDENT"
"1332","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,1668,2,1981,"PIN","INSTRUCTION","TAKEOFF","INSTRUCTION","MA",2013,"SERIOUS INCIDENT"
"1333","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,3968,1,1974,"TPP","PRIVATE","UNKNOWN","AGRICULTURAL","MT",2013,"ACCIDENT"
"1334","AIRPLANE","EMBRAER","PISTON",1,3968,1,2012,"TPP","PRIVATE","LANDING","AGRICULTURAL","MS",2013,"ACCIDENT"
"1335","ULTRALIGHT","VECTOR ULTRALIGHT INDUSTRIA E COMERCIO","PISTON",1,919,2,1996,"PET","EXPERIMENTAL","LANDING","EXPERIMENTAL","SP",2013,"ACCIDENT"
"1336","HELICOPTER","ROBINSON HELICOPTER","PISTON",1,1369,2,2001,"PRI","INSTRUCTION","HOVERING","INSTRUCTION","SP",2013,"SERIOUS INCIDENT"
"1337","AIRPLANE","BEECH AIRCRAFT","PISTON",2,5000,6,1974,"TPP","PRIVATE","LANDING","PRIVATE","AM",2013,"SERIOUS INCIDENT"
"1338","HELICOPTER","BELL HELICOPTER","TURBOSHAFT",2,11900,15,1988,"TPX","AEROTAXI","FINAL APPROXIMATION","AEROTAXI","RJ",2013,"ACCIDENT"
"1339","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,3968,1,2005,"SAE-AG","AGRICULTURAL","TAKEOFF","AGRICULTURAL","SP",2013,"ACCIDENT"
"1340","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,2899,4,1980,"TPP","PRIVATE","RUN AFTER LANDING","PRIVATE","SP",2013,"SERIOUS INCIDENT"
"1341","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,3800,6,1975,"TPP","PRIVATE","TAKEOFF","PRIVATE","GO",2013,"ACCIDENT"
"1342","AIRPLANE","PIPER AIRCRAFT","PISTON",1,1499,2,1950,"PRI","INSTRUCTION","LANDING","INSTRUCTION","GO",2013,"ACCIDENT"
"1343","AIRPLANE","***","PISTON",1,2204,1,2000,"PET","EXPERIMENTAL","TAKEOFF","EXPERIMENTAL","MG",2013,"ACCIDENT"
"1344","AIRPLANE","PIPER AIRCRAFT","PISTON",1,2899,1,1992,"SAE","SPECIALIZED","TAKEOFF","AGRICULTURAL","MG",2013,"ACCIDENT"
"1345","AIRPLANE","PIPER AIRCRAFT","PISTON",1,2899,1,1986,"SAE","SPECIALIZED","TAKEOFF","AGRICULTURAL","PR",2013,"ACCIDENT"
"1346","ULTRALIGHT","***","PISTON",1,1102,2,2004,"PET","EXPERIMENTAL","SPECIALIZED","EXPERIMENTAL","GO",2013,"ACCIDENT"
"1347","ULTRALIGHT","***","PISTON",1,1620,2,2008,"PET","EXPERIMENTAL","UNKNOWN","EXPERIMENTAL","SP",2013,"ACCIDENT"
"1348","AIRPLANE","PIPER AIRCRAFT","PISTON",2,4750,6,2006,"TPP","PRIVATE","LANDING","PRIVATE","RS",2013,"ACCIDENT"
"1349","HELICOPTER","ROBINSON HELICOPTER","PISTON",1,1369,2,1998,"PRI","INSTRUCTION","MANEUVER","INSTRUCTION","SP",2013,"ACCIDENT"
"1350","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,3600,7,1994,"TPX","AEROTAXI","TAKEOFF","AEROTAXI","AM",2013,"ACCIDENT"
"1351","AIRPLANE","EMBRAER","PISTON",1,3968,1,2010,"SAE","SPECIALIZED","TAKEOFF","PRIVATE","SP",2013,"ACCIDENT"
"1352","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,3968,1,1995,"SAE","SPECIALIZED","SPECIALIZED","AGRICULTURAL","MS",2013,"ACCIDENT"
"1353","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,3747,6,0,"***","UNKNOWN","UNKNOWN","UNKNOWN","SP",2013,"ACCIDENT"
"1354","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,2299,4,1963,"TPP","PRIVATE","RUN AFTER LANDING","PRIVATE","MT",2013,"ACCIDENT"
"1355","AIRPLANE","CIRRUS DESIGN","PISTON",1,2998,4,2007,"PRI","INSTRUCTION","TAXI","INSTRUCTION","SP",2013,"SERIOUS INCIDENT"
"1356","AIRPLANE","CESSNA AIRCRAFT","TURBOPROP",1,8750,2,2006,"TPX","AEROTAXI","FINAL APPROXIMATION","AEROTAXI","PR",2013,"SERIOUS INCIDENT"
"1357","AIRPLANE","EMBRAER","TURBOPROP",2,12345,17,1976,"TPX","AEROTAXI","LANDING","AEROTAXI","PA",2013,"SERIOUS INCIDENT"
"1358","AIRPLANE","AEROCENTRO AERONAVES","PISTON",1,2698,4,2013,"PET","EXPERIMENTAL","TAKEOFF","EXPERIMENTAL","MT",2013,"ACCIDENT"
"1359","AIRPLANE","PIPER AIRCRAFT","PISTON",1,2649,4,1972,"TPP","PRIVATE","DESCEND","PRIVATE","MT",2013,"ACCIDENT"
"1360","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,3800,6,1975,"TPX","AEROTAXI","TRAFFIC CIRCUIT","AEROTAXI","PA",2013,"ACCIDENT"
"1361","AIRPLANE","AERO BOERO","PISTON",1,1697,2,1991,"PRI","INSTRUCTION","MANEUVER","INSTRUCTION","PR",2013,"SERIOUS INCIDENT"
"1362","HELICOPTER","EUROCOPTER FRANCE","TURBOSHAFT",2,9038,9,1990,"ADE","DIRECT ADMINISTRATION","MANEUVER","POLICIAL","RJ",2013,"SERIOUS INCIDENT"
"1363","AIRPLANE","BEECH AIRCRAFT","TURBOPROP",2,12500,10,1978,"TPX","AEROTAXI","LANDING","AEROTAXI","TO",2013,"SERIOUS INCIDENT"
"1364","AIRPLANE","FABRICACAO PROPRIA","UNKNOWN",0,0,0,0,"PEX","EXPERIMENTAL","ENGINE START","EXPERIMENTAL","RS",2013,"ACCIDENT"
"1365","ULTRALIGHT","ANDRE A.FERDINAND","PISTON",1,1543,2,2005,"PET","EXPERIMENTAL","RUSH ON THE GROUND","EXPERIMENTAL","SP",2013,"SERIOUS INCIDENT"
"1366","ULTRALIGHT","ORION LTDA","PISTON",1,992,2,2005,"PET","EXPERIMENTAL","TRAFFIC CIRCUIT","EXPERIMENTAL","RO",2013,"ACCIDENT"
"1367","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,3968,1,1980,"SAE-AG","AGRICULTURAL","SPECIALIZED","AGRICULTURAL","GO",2013,"ACCIDENT"
"1368","ULTRALIGHT","FABRICACAO PROPRIA","PISTON",1,0,0,0,"PET","EXPERIMENTAL","UNKNOWN","EXPERIMENTAL","GO",2013,"ACCIDENT"
"1369","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,2799,4,1964,"TPP","PRIVATE","CRUISE","PRIVATE","MS",2013,"ACCIDENT"
"1370","AIRPLANE","AIR TRACTOR","TURBOPROP",1,8000,1,2012,"TPP","PRIVATE","SPECIALIZED","AGRICULTURAL","MT",2013,"ACCIDENT"
"1371","HELICOPTER","EUROCOPTER FRANCE","TURBOSHAFT",1,4629,6,1983,"ADE","DIRECT ADMINISTRATION","TAKEOFF","POLICIAL","RJ",2013,"ACCIDENT"
"1372","AIRPLANE","CIA AERONAUTICA PAULISTA","PISTON",1,1294,2,1948,"PRI","INSTRUCTION","LANDING","INSTRUCTION","SP",2013,"ACCIDENT"
"1373","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,3600,6,1981,"TPP","PRIVATE","TAXI","PRIVATE","MT",2013,"ACCIDENT"
"1374","HELICOPTER","HELIBRAS","TURBOSHAFT",1,4299,6,1983,"M14","MULTIPLE","FINAL APPROXIMATION","AEROTAXI","RJ",2013,"ACCIDENT"
"1375","HELICOPTER","ROBINSON HELICOPTER","PISTON",1,1369,2,1991,"PRI","INSTRUCTION","MANEUVER","INSTRUCTION","SP",2013,"ACCIDENT"
"1376","AIRPLANE","CIA AERONAUTICA PAULISTA","PISTON",1,1294,2,1946,"PRI","INSTRUCTION","RUSH ON THE GROUND","INSTRUCTION","PE",2013,"ACCIDENT"
"1377","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,3800,6,1979,"TPP","PRIVATE","FINAL APPROXIMATION","PRIVATE","MS",2013,"ACCIDENT"
"1378","AIRPLANE","AERO BOERO","PISTON",1,1697,2,1992,"PRI","INSTRUCTION","LANDING","INSTRUCTION","PR",2013,"SERIOUS INCIDENT"
"1379","AIRPLANE","BOEING COMPANY","JET",2,155498,194,1999,"TPR","REGULAR","TAKEOFF","REGULAR","DF",2013,"SERIOUS INCIDENT"
"1380","AIRPLANE","RAYTHEON AIRCRAFT","JET",2,16133,11,2006,"TPP","PRIVATE","CRUISE","PRIVATE","PR",2006,"ACCIDENT"
"1381","AIRPLANE","BEECH AIRCRAFT","PISTON",2,5000,4,1978,"TPP","PRIVATE","LANDING","PRIVATE","PR",2013,"ACCIDENT"
"1382","AIRPLANE","CESSNA AIRCRAFT","JET",2,10848,7,1972,"TPP","PRIVATE","LANDING","PRIVATE","SP",2013,"ACCIDENT"
"1383","AIRPLANE","PIPER AIRCRAFT","PISTON",1,1951,4,1954,"PRI","INSTRUCTION","TAKEOFF","INSTRUCTION","RJ",2013,"ACCIDENT"
"1384","HELICOPTER","EUROCOPTER FRANCE","TURBOSHAFT",1,5350,7,2003,"TPP","PRIVATE","ANOTHER PHASE","PRIVATE","CE",2013,"ACCIDENT"
"1385","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,3968,1,1977,"SAE","SPECIALIZED","LANDING","AGRICULTURAL","MS",2013,"ACCIDENT"
"1386","AIRPLANE","EMBRAER","TURBOPROP",2,12345,17,1974,"TPX","AEROTAXI","LANDING","AEROTAXI","SP",2013,"ACCIDENT"
"1387","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,3300,1,1976,"SAE-AG","AGRICULTURAL","SPECIALIZED","AGRICULTURAL","GO",2013,"ACCIDENT"
"1388","ULTRALIGHT","***","PISTON",1,1322,2,2009,"PET","EXPERIMENTAL","TAKEOFF","EXPERIMENTAL","SP",2013,"ACCIDENT"
"1389","AMPHIBIOUS","JOHN SEELY","PISTON",1,6799,8,2006,"PET","EXPERIMENTAL","TAKEOFF","EXPERIMENTAL","SP",2013,"ACCIDENT"
"1390","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,1600,2,1969,"PRI","INSTRUCTION","TAKEOFF","INSTRUCTION","BA",2013,"SERIOUS INCIDENT"
"1391","AIRPLANE","AERO BOERO","PISTON",1,1697,3,1993,"PRI","INSTRUCTION","TAKEOFF","PRIVATE","SP",2013,"SERIOUS INCIDENT"
"1392","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,3600,7,1976,"TPX","AEROTAXI","LANDING","AEROTAXI","BA",2013,"SERIOUS INCIDENT"
"1393","HELICOPTER","BELL HELICOPTER","TURBOSHAFT",2,11199,15,1971,"TPP","PRIVATE","CRUISE","PRIVATE","AM",2013,"ACCIDENT"
"1394","ULTRALIGHT","***","PISTON",1,1543,2,2008,"PET","EXPERIMENTAL","CRUISE","EXPERIMENTAL","SP",2013,"ACCIDENT"
"1395","ULTRALIGHT","TARSO GOROZEVSKI","PISTON",1,1212,2,2011,"PET","EXPERIMENTAL","LANDING","EXPERIMENTAL","RS",2013,"ACCIDENT"
"1396","AIRPLANE","PIPER AIRCRAFT","PISTON",2,3600,6,1969,"PRI","INSTRUCTION","MANEUVER","INSTRUCTION","SP",2013,"ACCIDENT"
"1397","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,2899,4,1985,"TPP","PRIVATE","LANDING","PRIVATE","SP",2013,"ACCIDENT"
"1398","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,2649,4,1976,"TPX","AEROTAXI","TAKEOFF","AEROTAXI","PA",2013,"ACCIDENT"
"1399","ULTRALIGHT","***","PISTON",1,793,2,1988,"PET","EXPERIMENTAL","FINAL APPROXIMATION","EXPERIMENTAL","SP",2013,"ACCIDENT"
"1400","AIRPLANE","PIPER AIRCRAFT","PISTON",1,3399,7,1979,"TPX","AEROTAXI","LOW ALTITUDE NAVIGATION","AEROTAXI","PA",2013,"ACCIDENT"
"1401","AIRPLANE","PIPER AIRCRAFT","PISTON",2,4570,7,1978,"TPP","PRIVATE","TAKEOFF","PRIVATE","AM",2013,"ACCIDENT"
"1402","AIRPLANE","AIR TRACTOR","TURBOPROP",1,8000,1,2012,"SAE-AG","AGRICULTURAL","TAKEOFF","AGRICULTURAL","MT",2013,"ACCIDENT"
"1403","AIRPLANE","PIPER AIRCRAFT","PISTON",2,4199,7,1973,"TPP","PRIVATE","LANDING","PRIVATE","AM",2013,"ACCIDENT"
"1404","AIRPLANE","LAVIASA","PISTON",1,2899,1,1992,"SAE-AG","AGRICULTURAL","SPECIALIZED","AGRICULTURAL","PE",2013,"ACCIDENT"
"1405","ULTRALIGHT","***","PISTON",1,793,2,1988,"PET","EXPERIMENTAL","TRAFFIC CIRCUIT","EXPERIMENTAL","SP",2013,"ACCIDENT"
"1406","AIRPLANE","AERO BOERO","PISTON",1,1697,2,1993,"PRI","INSTRUCTION","TAKEOFF","INSTRUCTION","GO",2013,"ACCIDENT"
"1407","AIRPLANE","MOONEY AIRCRAFT","PISTON",1,3203,4,1991,"TPP","PRIVATE","CRUISE","PRIVATE","RS",2013,"SERIOUS INCIDENT"
"1408","AIRPLANE","BEECH AIRCRAFT","PISTON",2,5399,6,1978,"TPP","PRIVATE","LANDING","PRIVATE","MS",2013,"ACCIDENT"
"1409","AIRPLANE","BEECH AIRCRAFT","PISTON",2,5399,6,1981,"TPP","PRIVATE","RUSH ON THE GROUND","PRIVATE","SP",2013,"SERIOUS INCIDENT"
"1410","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,2550,4,1979,"PRI","INSTRUCTION","RUN AFTER LANDING","INSTRUCTION","PA",2013,"SERIOUS INCIDENT"
"1411","AIRPLANE","CIRRUS DESIGN","PISTON",1,3000,4,2006,"TPP","PRIVATE","LANDING","PRIVATE","RJ",2013,"SERIOUS INCIDENT"
"1412","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,3800,6,1979,"TPX","AEROTAXI","LANDING","AEROTAXI","MT",2013,"SERIOUS INCIDENT"
"1413","ULTRALIGHT","ULTRALEGER","PISTON",1,870,2,1995,"PET","EXPERIMENTAL","LANDING","EXPERIMENTAL","GO",2013,"ACCIDENT"
"1414","HELICOPTER","ROBINSON HELICOPTER","PISTON",1,2500,4,2010,"TPP","PRIVATE","TAKEOFF","PRIVATE","GO",2013,"ACCIDENT"
"1415","HELICOPTER","ROBINSON HELICOPTER","PISTON",1,2500,4,2009,"TPP","PRIVATE","TAKEOFF","PRIVATE","MG",2013,"SERIOUS INCIDENT"
"1416","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,4400,1,1979,"SAE-AG","AGRICULTURAL","TAKEOFF","AGRICULTURAL","GO",2013,"ACCIDENT"
"1417","AIRPLANE","RAYTHEON AIRCRAFT","PISTON",2,5399,6,1975,"TPP","PRIVATE","TAKEOFF","PRIVATE","AM",2013,"ACCIDENT"
"1418","AIRPLANE","PIPER AIRCRAFT","PISTON",1,2649,4,1973,"TPP","PRIVATE","LANDING","PRIVATE","GO",2013,"SERIOUS INCIDENT"
"1419","AIRPLANE","GIPPSLAND","PISTON",1,2899,2,1999,"SAE-AG","AGRICULTURAL","TAKEOFF","AGRICULTURAL","TO",2013,"ACCIDENT"
"1420","AIRPLANE","AIR TRACTOR","TURBOPROP",1,6999,1,1999,"SAE-AG","AGRICULTURAL","TAKEOFF","AGRICULTURAL","MT",2013,"ACCIDENT"
"1421","AIRPLANE","HAWKER BEECHCRAFT","PISTON",1,3650,6,2006,"TPP","PRIVATE","UNKNOWN","PRIVATE","MS",2013,"ACCIDENT"
"1422","AIRPLANE","AERO BOERO","PISTON",1,1860,3,1992,"TPP","PRIVATE","RUN AFTER LANDING","PRIVATE","GO",2013,"ACCIDENT"
"1423","AIRPLANE","PIPER AIRCRAFT","PISTON",1,2749,4,1990,"PRI","INSTRUCTION","LANDING","INSTRUCTION","RS",2013,"ACCIDENT"
"1424","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,1668,2,1977,"PRI","INSTRUCTION","TAKEOFF","INSTRUCTION","PR",2013,"ACCIDENT"
"1425","AIRPLANE","PIPER AIRCRAFT","PISTON",1,2899,4,1975,"TPP","PRIVATE","RUN AFTER LANDING","PRIVATE","SP",2013,"ACCIDENT"
"1426","HELICOPTER","BELL HELICOPTER","TURBOSHAFT",1,3198,5,1970,"TPP","PRIVATE","CRUISE","PRIVATE","SP",2013,"ACCIDENT"
"1427","AIRPLANE","PIPER AIRCRAFT","PISTON",1,2149,4,1970,"PRI","INSTRUCTION","LANDING","INSTRUCTION","MG",2013,"ACCIDENT"
"1428","AIRPLANE","CESSNA AIRCRAFT","PISTON",1,3791,0,0,"TPP","PRIVATE","RUN AFTER LANDING","PRIVATE","SP",2013,"ACCIDENT"
"1429","ULTRALIGHT","TECNAM CONSTRUZIONI AERONAUTICHE","PISTON",1,1322,1,2006,"PET","EXPERIMENTAL","LANDING","EXPERIMENTAL","SP",2013,"ACCIDENT"
"1430","AIRPLANE","AERO BOERO","PISTON",1,1697,2,1988,"PRI","INSTRUCTION","RUSH ON THE GROUND","INSTRUCTION","PR",2013,"ACCIDENT"
"1431","AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","PISTON",1,1455,2,1960,"PRI","INSTRUCTION","TAXI","INSTRUCTION","RS",2013,"SERIOUS INCIDENT"
"1432","AIRPLANE","AEROSPATIALE AND ALENIA","TURBOPROP",2,49603,73,2010,"TPR","REGULAR","CRUISE","REGULAR","BA",2013,"SERIOUS INCIDENT"
"1433","HELICOPTER","SCHWEIZER","PISTON",1,1750,2,2007,"ADE","DIRECT ADMINISTRATION","MANEUVER","POLICIAL","SP",2013,"ACCIDENT"
